label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
D,-0.033266,-0.024146,0.159228,0.124980,0.311052,0.305087,0.382509,0.373844,0.436332,0.454340,0.001099,0.506487,0.098807,0.741279,0.043089,0.902510,0.071674,0.962116,0.019982,0.549883,0.118678,0.656136,0.298254,0.659875,0.348445,0.506556,0.024794,0.489091,0.104259,0.734926,0.264207,0.636391,0.289405,0.482034,-0.034841,0.474434,0.138618,0.618713,0.194763,0.640340,0.268762,0.550372
D,0.000582,0.059107,0.186940,0.105864,0.328261,0.263229,0.369550,0.388158,0.440662,0.467589,0.006918,0.563072,0.038585,0.773758,0.061774,0.908324,0.060693,1.037063,0.018998,0.477599,0.126984,0.718379,0.264207,0.686863,0.358799,0.493370,-0.052123,0.522586,0.099154,0.728605,0.280347,0.644460,0.349709,0.562909,-0.019313,0.513054,0.083162,0.638514,0.270189,0.648885,0.254933,0.573574
D,-0.010486,0.024828,0.198530,0.109622,0.330743,0.259553,0.332631,0.398023,0.388430,0.459635,0.060483,0.540873,0.043932,0.777856,0.091970,0.866487,0.056732,1.002421,0.035887,0.543674,0.082921,0.783764,0.279899,0.659184,0.341957,0.558552,-0.028331,0.544930,0.118335,0.636341,0.250312,0.626146,0.306880,0.489827,-0.058941,0.514103,0.092686,0.614814,0.155714,0.582959,0.290612,0.530068
D,-0.000000,0.000000,0.219266,0.160406,0.320437,0.288941,0.399221,0.392677,0.403186,0.519884,0.073372,0.546415,0.040294,0.783184,0.013437,0.906297,-0.010770,0.999942,-0.000000,0.541422,0.027696,0.764254,0.099621,0.769675,0.143951,0.710394,-0.052244,0.524054,0.080063,0.713221,0.224890,0.657431,0.305754,0.546421,-0.062338,0.492507,0.052322,0.665002,0.172344,0.661538,0.253196,0.608931
D,-0.003249,0.018886,0.230441,0.149280,0.366334,0.269832,0.402437,0.380329,0.396413,0.543670,0.091920,0.491090,0.008566,0.807119,-0.026741,0.874942,-0.001347,1.028190,0.024479,0.492174,0.018623,0.751918,0.080679,0.721498,0.184057,0.706040,-0.082461,0.533892,0.074043,0.737451,0.209223,0.643458,0.305658,0.566253,-0.092554,0.449731,0.066893,0.672722,0.173174,0.663344,0.253439,0.648760
D,0.005634,-0.006478,0.187540,0.148259,0.336483,0.310597,0.354767,0.418689,0.398984,0.589897,0.109301,0.540285,0.004544,0.751469,-0.003441,0.959289,-0.021007,1.005436,-0.005348,0.534471,0.014033,0.806994,0.124423,0.725718,0.093183,0.733646,-0.021030,0.495244,0.066084,0.745192,0.243057,0.656573,0.322015,0.538118,-0.075280,0.523749,0.031674,0.650226,0.222599,0.635078,0.302506,0.613571
D,-0.000508,0.014985,0.243780,0.200643,0.313056,0.301649,0.385171,0.375613,0.406176,0.541286,0.045066,0.497828,0.008954,0.768116,0.051346,0.880315,0.003435,1.033273,-0.023806,0.581525,0.044291,0.734507,0.087103,0.745191,0.135472,0.721555,-0.072578,0.534326,0.084580,0.680541,0.235304,0.688887,0.297802,0.567736,-0.093799,0.537953,0.069773,0.685426,0.151810,0.682043,0.264934,0.630550
D,-0.000000,0.000000,0.197331,0.159684,0.292505,0.287715,0.365255,0.397508,0.361950,0.518985,0.062635,0.531504,0.002855,0.772993,-0.032122,0.901624,-0.064155,0.997940,0.000000,0.521139,0.016935,0.742286,0.117861,0.718559,0.186630,0.636818,-0.059176,0.499425,0.027500,0.702522,0.169492,0.657994,0.258153,0.555995,-0.092496,0.467574,-0.004159,0.638417,0.114971,0.646559,0.201899,0.608526
D,0.038367,-0.015237,0.235692,0.181968,0.256767,0.336784,0.348989,0.403326,0.369067,0.490092,0.088420,0.518207,-0.035540,0.748276,-0.086650,0.861508,-0.034581,0.951865,0.010182,0.503546,0.049240,0.741541,0.081620,0.735984,0.175019,0.656784,-0.049577,0.467599,0.023455,0.685243,0.161572,0.653682,0.210161,0.564758,-0.102610,0.429092,-0.039255,0.586067,0.173250,0.645334,0.212792,0.651476
D,0.081679,-0.021549,0.181446,0.129255,0.287726,0.233236,0.404258,0.412309,0.355543,0.474944,0.105627,0.518084,0.054803,0.763855,-0.030029,0.864069,-0.028032,0.947658,0.023218,0.562489,-0.033031,0.770185,0.161000,0.731509,0.204245,0.648332,-0.057165,0.468684,0.025868,0.693431,0.225824,0.655985,0.257202,0.561667,-0.078963,0.444328,0.024371,0.636000,0.137009,0.619483,0.197818,0.653139
D,0.059708,0.020112,0.163802,0.104459,0.312599,0.347193,0.353667,0.391879,0.370283,0.594553,0.068429,0.537814,-0.008206,0.776410,0.002041,0.882467,-0.035198,1.028195,-0.023483,0.545370,0.078911,0.705941,0.113699,0.726569,0.198502,0.608585,-0.096498,0.477499,0.030707,0.688659,0.195785,0.694466,0.232560,0.566165,-0.089336,0.544095,-0.016680,0.650904,0.175004,0.586990,0.246412,0.590200
D,-0.000000,0.000000,0.196487,0.134829,0.295329,0.261255,0.370646,0.363309,0.388463,0.496092,0.063274,0.544418,0.025591,0.764967,0.011835,0.894896,-0.012186,0.999926,-0.000000,0.535952,0.064464,0.715865,0.202634,0.668395,0.282048,0.574369,-0.058204,0.514373,0.054372,0.691228,0.199200,0.629933,0.272368,0.523732,-0.091091,0.479287,0.007312,0.632333,0.118464,0.637843,0.183972,0.603215
D,-0.043404,0.009600,0.202779,0.153578,0.318164,0.258305,0.423643,0.405380,0.402285,0.507159,0.099132,0.546101,-0.010889,0.762211,0.002122,0.899493,-0.047192,0.968857,0.035035,0.538716,0.056600,0.703659,0.198657,0.674188,0.233183,0.563168,-0.051477,0.510747,0.002925,0.692793,0.198961,0.609961,0.245476,0.530591,-0.086928,0.494110,0.070652,0.650503,0.097642,0.676491,0.177338,0.596696
D,-0.026126,0.018157,0.188461,0.162364,0.314136,0.237215,0.343348,0.371993,0.427076,0.529221,0.110322,0.550818,0.054357,0.800685,0.073776,0.908971,-0.021665,1.036671,-0.037581,0.570585,0.106963,0.748634,0.176751,0.677422,0.317106,0.592555,-0.054675,0.523229,0.149205,0.663893,0.163521,0.604034,0.338634,0.547742,-0.105461,0.548536,-0.024453,0.616897,0.085383,0.642281,0.200319,0.609865
D,0.038123,-0.009783,0.190110,0.146088,0.352614,0.277306,0.364147,0.389514,0.384185,0.505886,0.060067,0.509782,0.008135,0.812874,0.022878,0.901382,-0.009269,0.993110,0.003210,0.526519,0.073899,0.686029,0.225131,0.667877,0.245278,0.567291,-0.068352,0.546102,0.050863,0.669112,0.140880,0.613913,0.309144,0.539055,-0.115704,0.475437,0.011189,0.680887,0.120115,0.623401,0.195889,0.623673
D,-0.000000,0.000000,0.192162,0.154379,0.288952,0.291018,0.357561,0.406146,0.358208,0.538005,0.056172,0.528920,-0.009622,0.765749,-0.038879,0.893404,-0.072523,0.997367,0.000000,0.518842,0.029658,0.731809,0.170016,0.696224,0.255868,0.604657,-0.059624,0.498492,0.014574,0.707418,0.163149,0.655933,0.245293,0.551003,-0.098387,0.469702,-0.026579,0.648633,0.091481,0.647239,0.168916,0.597676
D,0.024263,0.023684,0.257766,0.119471,0.286373,0.291976,0.320346,0.373985,0.351774,0.528359,0.042016,0.476372,-0.041974,0.749869,-0.045093,0.903147,-0.079424,0.978240,0.011571,0.527415,0.002646,0.791526,0.102433,0.716958,0.283951,0.636627,-0.049010,0.458257,0.074000,0.667367,0.131764,0.640522,0.208030,0.513988,-0.124337,0.411928,-0.022611,0.635926,0.084479,0.656135,0.165510,0.578513
D,0.014056,-0.007845,0.168196,0.150353,0.327347,0.274186,0.377416,0.376776,0.359168,0.546472,0.030368,0.518544,-0.037779,0.740356,-0.039155,0.941776,-0.059881,0.998520,0.042774,0.479816,0.070374,0.721035,0.178940,0.717109,0.270949,0.594466,-0.033990,0.486978,0.002907,0.706667,0.179026,0.626798,0.219513,0.499953,-0.105999,0.502181,0.070694,0.656834,0.141651,0.649145,0.173006,0.594823
D,-0.000424,-0.000256,0.183273,0.208454,0.306395,0.270559,0.377674,0.437000,0.322167,0.570054,0.084195,0.541104,0.038826,0.796926,-0.050066,0.898784,-0.028862,0.984685,-0.010376,0.528961,0.024680,0.807742,0.212677,0.763618,0.294394,0.612784,-0.117599,0.510707,-0.017515,0.661925,0.199916,0.624191,0.225044,0.537819,-0.092925,0.468935,-0.003054,0.667051,0.045361,0.694326,0.135530,0.568267
D,-0.000000,0.000000,0.192216,0.181141,0.280196,0.314618,0.335954,0.426463,0.324873,0.548591,0.059094,0.553206,-0.029517,0.778445,-0.074899,0.896773,-0.124863,0.992174,-0.000000,0.533983,0.003472,0.746224,0.128801,0.713174,0.202861,0.620488,-0.060902,0.501036,-0.007391,0.698493,0.140031,0.654792,0.227958,0.555535,-0.103418,0.458197,-0.057976,0.638061,0.050419,0.657999,0.128038,0.628210
D,0.053629,-0.001620,0.226792,0.203197,0.294236,0.293821,0.330223,0.477037,0.304372,0.550828,0.074736,0.541466,-0.050199,0.773143,-0.080841,0.851796,-0.116540,1.032069,-0.100415,0.539503,-0.086583,0.790538,0.111071,0.713497,0.172512,0.679774,0.001607,0.467688,-0.044222,0.723637,0.165875,0.643144,0.196245,0.600590,-0.111529,0.448341,-0.054416,0.593586,0.031407,0.627594,0.068318,0.602185
D,-0.001918,-0.024258,0.187592,0.148713,0.298096,0.343787,0.355379,0.430787,0.349034,0.529713,0.034891,0.550673,-0.046221,0.819246,-0.014519,0.975527,-0.097303,1.002932,-0.058981,0.521375,-0.018775,0.726178,0.169350,0.756675,0.190164,0.602049,-0.067531,0.446124,0.031245,0.723308,0.102924,0.618264,0.277839,0.580943,-0.047727,0.435719,-0.003168,0.610631,0.056237,0.607091,0.114075,0.635204
D,-0.010926,0.020466,0.169338,0.182699,0.271745,0.305800,0.361619,0.406990,0.320810,0.535474,0.108435,0.553169,-0.029308,0.770978,-0.061226,0.884836,-0.138150,0.978912,0.002258,0.566751,-0.005875,0.707125,0.084338,0.800427,0.178325,0.677596,-0.067988,0.472326,-0.009719,0.717334,0.133316,0.636757,0.181190,0.536755,-0.091303,0.411865,-0.071075,0.646052,0.086290,0.624701,0.189193,0.641991
D,-0.000000,0.000000,0.237678,0.161368,0.341469,0.280550,0.430865,0.393006,0.478773,0.538631,0.027537,0.516860,0.036286,0.746602,0.043627,0.890891,0.031566,0.999502,0.000000,0.527437,0.180865,0.705301,0.337651,0.635633,0.423027,0.534508,0.000234,0.529558,0.172487,0.718892,0.325262,0.618530,0.404480,0.492860,0.040069,0.536869,0.138896,0.718691,0.268890,0.709321,0.355602,0.659545
D,-0.035030,0.004440,0.215985,0.114382,0.336639,0.276526,0.439242,0.364542,0.452435,0.566865,0.050379,0.479509,-0.013844,0.712982,0.077184,0.804206,0.014015,1.027212,0.005791,0.522883,0.208514,0.698615,0.321277,0.658169,0.480475,0.466184,-0.023314,0.520336,0.155565,0.720707,0.324614,0.581885,0.421644,0.489213,0.077574,0.568895,0.132516,0.734608,0.200031,0.645485,0.388347,0.655414
D,0.038081,0.032916,0.191630,0.180961,0.317937,0.271434,0.392599,0.422821,0.493424,0.520561,0.004170,0.540060,0.012658,0.728345,0.021626,0.868588,0.051940,1.006312,-0.016891,0.495840,0.180313,0.697216,0.360984,0.613843,0.435919,0.526828,0.008887,0.578282,0.164606,0.784091,0.318803,0.587264,0.451484,0.547286,0.011970,0.513188,0.163450,0.735862,0.244599,0.682469,0.364153,0.655469
D,0.017323,0.017213,0.265102,0.100060,0.397396,0.296101,0.417879,0.389825,0.498237,0.545681,0.035009,0.514091,0.086338,0.756802,0.077770,0.956372,0.060456,1.008530,-0.055203,0.515154,0.244492,0.715224,0.297644,0.629236,0.387636,0.520781,-0.011847,0.511980,0.174809,0.657611,0.345113,0.661527,0.349269,0.524751,0.059724,0.547818,0.140342,0.725451,0.294884,0.715883,0.436356,0.640526
D,-0.000000,0.000000,0.195967,0.157164,0.287522,0.292114,0.337974,0.416828,0.339036,0.555307,0.068062,0.551079,-0.017845,0.783397,-0.067094,0.902252,-0.114051,0.993475,0.000000,0.536264,0.011921,0.750809,0.131476,0.718476,0.208630,0.636446,-0.068924,0.507994,-0.008878,0.701131,0.130909,0.632496,0.209198,0.521267,-0.119250,0.470787,-0.063523,0.654578,0.047581,0.677603,0.124786,0.659258
D,0.049361,-0.003839,0.184107,0.187399,0.278313,0.344332,0.315566,0.454918,0.357098,0.550384,0.038594,0.521495,-0.043332,0.816627,-0.065723,0.925952,-0.109461,0.960538,0.010663,0.554673,-0.040527,0.732951,0.107063,0.680835,0.212979,0.644698,-0.029525,0.532199,-0.018032,0.692037,0.184084,0.647690,0.243682,0.478902,-0.166783,0.458363,-0.034200,0.702329,0.024687,0.693435,0.137195,0.624355
D,-0.025544,-0.003293,0.157659,0.233187,0.255704,0.278403,0.348965,0.424089,0.357541,0.524929,0.027384,0.554074,-0.045064,0.761518,-0.091154,0.878151,-0.157618,0.961396,-0.010998,0.570247,0.072841,0.778555,0.138711,0.749130,0.203948,0.644137,-0.047375,0.524252,0.019838,0.721483,0.108887,0.651781,0.186738,0.543224,-0.131538,0.432037,-0.105523,0.719335,0.016075,0.706026,0.145052,0.686907
D,-0.030230,-0.012578,0.166761,0.186696,0.331942,0.290682,0.402234,0.424596,0.332758,0.558175,0.082499,0.506657,-0.010079,0.778498,-0.075114,0.898188,-0.084838,0.993478,-0.034210,0.538306,0.004406,0.750758,0.128918,0.728829,0.166671,0.595555,-0.071901,0.499871,-0.037875,0.639572,0.138113,0.618678,0.218876,0.529084,-0.098118,0.438601,-0.063055,0.716967,0.054728,0.722192,0.145646,0.632432
D,-0.000000,0.000000,0.185542,0.171824,0.277729,0.311592,0.323286,0.433641,0.306906,0.558091,0.059246,0.562358,-0.032136,0.801047,-0.066775,0.911604,-0.091021,0.995849,-0.000000,0.541648,0.006860,0.749203,0.114006,0.695480,0.180604,0.603522,-0.063877,0.508051,-0.006750,0.672857,0.114578,0.598757,0.182681,0.498042,-0.113950,0.466469,-0.084713,0.679845,-0.017226,0.782300,0.025273,0.840219
D,0.072061,0.041541,0.146798,0.167032,0.331145,0.330732,0.267965,0.412643,0.283159,0.602521,0.074709,0.553131,-0.055496,0.821126,-0.070489,0.917011,-0.072823,1.001068,-0.040676,0.567280,0.037931,0.812412,0.095275,0.733956,0.218961,0.635530,-0.059100,0.480552,-0.015486,0.639272,0.069326,0.621356,0.157509,0.438640,-0.110211,0.490862,-0.065738,0.650287,-0.035220,0.794708,0.052493,0.853352
D,0.026241,-0.004966,0.197557,0.178380,0.244773,0.258678,0.297549,0.411570,0.346866,0.554556,0.034015,0.556524,-0.026027,0.787831,-0.084263,0.899534,-0.084776,0.990490,-0.014191,0.518569,0.016692,0.737424,0.130929,0.742534,0.146977,0.596099,-0.111918,0.500754,0.049860,0.690634,0.094501,0.612542,0.148780,0.464131,-0.094312,0.457093,-0.091410,0.678365,-0.024907,0.821444,-0.018505,0.816143
D,0.006786,-0.035021,0.162678,0.197620,0.252448,0.336138,0.282951,0.495288,0.327302,0.579187,0.047618,0.562676,0.048793,0.768258,-0.083714,0.901662,-0.085868,1.016488,0.014904,0.509342,0.029965,0.772115,0.116185,0.676679,0.189205,0.595135,-0.065280,0.508669,-0.032950,0.674003,0.146700,0.619134,0.176933,0.490757,-0.061185,0.440426,-0.065289,0.716465,-0.050167,0.777332,0.058624,0.818450
D,-0.000000,0.000000,0.183657,0.165159,0.285788,0.322518,0.326342,0.466573,0.302078,0.601199,0.075059,0.572358,-0.035065,0.812438,-0.072279,0.918634,-0.104230,0.994553,0.000000,0.557457,-0.021015,0.776559,0.065864,0.708833,0.112089,0.602523,-0.073874,0.536005,-0.052447,0.726183,0.058375,0.674841,0.128084,0.591868,-0.137390,0.507286,-0.132635,0.729424,-0.087278,0.849664,-0.061780,0.933959
D,0.004537,-0.041837,0.171640,0.207111,0.248583,0.273575,0.325269,0.482597,0.287477,0.592032,0.097345,0.609161,-0.019462,0.840894,-0.073137,0.899908,-0.148854,0.953235,-0.003747,0.596447,-0.049228,0.868805,0.060629,0.678753,0.095586,0.600366,-0.032873,0.539488,-0.089725,0.778968,0.039944,0.650487,0.142151,0.621744,-0.108411,0.454857,-0.083815,0.697965,-0.068251,0.863482,-0.043728,0.927468
D,0.034668,0.000977,0.225716,0.131465,0.339404,0.270542,0.377982,0.451625,0.315056,0.588066,0.047946,0.559823,-0.010394,0.824857,-0.034015,0.935805,-0.092349,1.045785,0.015193,0.528874,-0.057086,0.833043,0.064019,0.711432,0.095275,0.556338,-0.013984,0.499586,-0.081270,0.717423,0.045075,0.658149,0.149576,0.626226,-0.137989,0.517037,-0.159444,0.747948,-0.094321,0.839461,-0.031726,0.891995
D,0.032187,-0.000546,0.170480,0.219102,0.311099,0.272754,0.356604,0.485599,0.265021,0.600202,0.100482,0.518657,-0.010316,0.802083,-0.076364,0.954019,-0.125938,0.962691,0.022483,0.561708,-0.033207,0.736959,0.054786,0.691891,0.105454,0.555364,-0.094171,0.548603,-0.054602,0.720597,0.029970,0.647405,0.119806,0.591081,-0.162468,0.512837,-0.127176,0.698566,-0.050549,0.824980,-0.088643,0.915063
D,-0.000000,0.000000,0.177565,0.179995,0.266775,0.336037,0.305176,0.471789,0.276852,0.594224,0.071847,0.599067,-0.034178,0.825747,-0.080815,0.920782,-0.117554,0.993067,0.000000,0.569023,-0.040889,0.783553,0.034156,0.773214,0.088257,0.722848,-0.071785,0.519085,-0.063945,0.697129,0.030452,0.675912,0.095434,0.617847,-0.132519,0.455533,-0.122817,0.629832,-0.048913,0.699983,0.012582,0.736617
D,-0.040465,-0.052243,0.209568,0.207435,0.240666,0.355421,0.286047,0.441404,0.269447,0.586523,0.101574,0.527981,-0.042709,0.893538,-0.147907,0.903817,-0.126944,0.997551,0.022076,0.573315,0.006577,0.772315,0.065795,0.768723,0.111698,0.703629,-0.098582,0.479668,-0.071606,0.675918,0.040546,0.696250,0.126359,0.642525,-0.099692,0.476058,-0.156621,0.638216,-0.070659,0.695717,0.011155,0.661947
D,-0.031236,-0.015013,0.093733,0.219258,0.270432,0.339522,0.335842,0.493187,0.298326,0.624988,0.080891,0.608819,-0.020727,0.786159,-0.144147,0.858907,-0.096517,0.977174,-0.008188,0.573797,0.001718,0.803380,0.040203,0.785649,0.155440,0.693101,-0.030052,0.519761,-0.066300,0.715916,-0.024782,0.643876,0.107200,0.631593,-0.115378,0.476928,-0.062578,0.610506,-0.037213,0.722430,0.023795,0.733362
D,-0.023323,-0.006230,0.216487,0.245803,0.214530,0.336604,0.251738,0.449960,0.283962,0.558590,0.058386,0.581012,-0.028374,0.813076,-0.045689,0.918822,-0.143892,0.945847,-0.025913,0.562743,-0.026084,0.804715,0.061283,0.789715,0.117012,0.712305,-0.077588,0.500634,-0.088239,0.737948,0.024633,0.641536,0.069412,0.680555,-0.125224,0.469239,-0.139090,0.562790,-0.087215,0.680100,-0.006459,0.735990
D,-0.000000,0.000000,0.178477,0.172264,0.267323,0.318958,0.309486,0.450683,0.277829,0.579136,0.075658,0.582146,-0.051393,0.812768,-0.108213,0.911200,-0.150788,0.988566,0.000000,0.562911,-0.092073,0.794009,-0.031552,0.816144,0.015171,0.785878,-0.068825,0.515634,-0.073018,0.716743,0.042437,0.702600,0.125176,0.631259,-0.129392,0.456886,-0.126079,0.626413,-0.018954,0.661750,0.077539,0.648733
D,0.024682,0.000318,0.190736,0.199176,0.310227,0.290584,0.321305,0.463874,0.285041,0.566352,0.045630,0.576411,-0.044913,0.843937,-0.113472,0.875081,-0.181778,0.951843,-0.003705,0.520635,-0.116645,0.841271,-0.037764,0.817523,-0.024970,0.783406,-0.119599,0.518774,-0.111513,0.755385,0.099407,0.682155,0.077214,0.616721,-0.179942,0.445429,-0.153660,0.659734,-0.082175,0.621463,0.102829,0.629782
D,0.044849,0.000430,0.184627,0.181179,0.278806,0.312302,0.304206,0.486863,0.255251,0.583938,0.063180,0.601169,-0.013224,0.796767,-0.137954,0.888478,-0.123344,0.995922,-0.002411,0.557038,-0.113425,0.819676,-0.026388,0.869500,0.014191,0.793586,-0.082803,0.496181,-0.075157,0.752477,0.028310,0.687956,0.082280,0.705531,-0.147326,0.413931,-0.120837,0.633754,0.004667,0.667401,0.024818,0.625864
D,0.031900,0.027793,0.191238,0.216401,0.260214,0.353650,0.296320,0.502652,0.262437,0.544102,0.039403,0.623758,-0.006421,0.784560,-0.128667,0.839237,-0.188049,0.980197,-0.008617,0.499806,-0.136294,0.849511,0.002770,0.820131,0.020060,0.785976,-0.072592,0.516013,-0.120161,0.709009,-0.018245,0.696364,0.137703,0.614278,-0.121854,0.453667,-0.112784,0.637030,-0.044597,0.618932,0.036945,0.621199
D,-0.000000,0.000000,0.184486,0.174363,0.276895,0.326131,0.312269,0.466818,0.271035,0.595196,0.077678,0.583439,-0.051361,0.797844,-0.108293,0.905289,-0.146887,0.989153,-0.000000,0.567562,-0.088269,0.793430,-0.030590,0.833234,0.019516,0.818744,-0.072418,0.524636,-0.082234,0.738525,0.043634,0.736024,0.144294,0.666365,-0.142701,0.469961,-0.144042,0.639819,-0.034928,0.669343,0.069284,0.645530
D,0.024161,0.021654,0.170242,0.165496,0.236782,0.287949,0.324646,0.453819,0.260926,0.615161,0.090878,0.576469,-0.015707,0.781819,-0.137172,0.867332,-0.110900,0.970171,0.000414,0.623764,-0.112085,0.796864,-0.027337,0.834655,0.047047,0.830195,-0.066786,0.574986,-0.126644,0.702934,0.041678,0.751718,0.143054,0.646598,-0.104763,0.494286,-0.162061,0.689030,-0.047411,0.661214,0.023388,0.653428
D,0.057739,0.056580,0.173767,0.158172,0.277549,0.368926,0.318415,0.490774,0.291898,0.629181,0.103514,0.564305,-0.046655,0.784412,-0.080225,0.920866,-0.130090,1.000088,-0.045581,0.584326,-0.126232,0.763196,0.003201,0.821646,-0.021622,0.800132,-0.050054,0.510472,-0.048855,0.765825,0.073742,0.755601,0.106164,0.658552,-0.129560,0.445928,-0.128709,0.671816,-0.068709,0.615108,0.072188,0.718783
D,-0.001558,-0.038167,0.201216,0.184246,0.294159,0.391777,0.275894,0.489491,0.270460,0.607820,0.057498,0.541600,-0.001653,0.851821,-0.049791,0.883286,-0.151291,1.025884,-0.004526,0.547153,-0.075627,0.756518,-0.085046,0.903779,0.010597,0.843403,-0.080605,0.531859,-0.080521,0.693672,0.025637,0.757717,0.154224,0.665905,-0.203856,0.485399,-0.157728,0.621387,-0.059846,0.671837,0.066024,0.633521
D,-0.000000,0.000000,0.174756,0.160048,0.278853,0.307284,0.327865,0.432231,0.285995,0.553136,0.064178,0.554034,-0.045695,0.788258,-0.101448,0.905021,-0.154389,0.988010,0.000000,0.537642,-0.001833,0.748055,0.128615,0.723537,0.216505,0.649670,-0.067732,0.503793,-0.028524,0.703945,0.110916,0.672126,0.203667,0.590528,-0.131322,0.460208,-0.112945,0.635611,-0.011810,0.665980,0.067766,0.649294
D,0.040514,0.001111,0.130996,0.140991,0.285281,0.327407,0.298086,0.402497,0.300632,0.555467,0.075278,0.533604,-0.020757,0.811441,-0.082590,0.891186,-0.168777,0.982463,-0.053006,0.525284,0.024050,0.722603,0.182507,0.685114,0.187312,0.628200,-0.051326,0.492508,-0.066154,0.719049,0.117893,0.648224,0.254712,0.611616,-0.114962,0.441465,-0.144550,0.678126,-0.039236,0.680997,0.094937,0.606482
